Straftat;Kanton;Ausführungsgrad;Aufklärungsgrad;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Zürich;Vollendet;Unaufgeklärt;0;0;0;1;0;1;0;0;0;0;0;1;2;2
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Zürich;Vollendet;Aufgeklärt;3;2;4;0;0;1;1;1;1;3;2;1;0;15
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Bestechung schweizerischer Amtsträger (Art. 322quater);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Zürich;Vollendet;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Zürich;Vollendet;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;1;0;2;2
Passive Privatbestechung (Art. 322novies);Zürich;Versucht;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Zürich;Versucht;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Appenzell Ausserrhoden;Versucht;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Appenzell Innerrhoden;Vollendet;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Appenzell Innerrhoden;Versucht;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Appenzell Innerrhoden;Versucht;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);St. Gallen;Vollendet;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);St. Gallen;Vollendet;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;1;0
Passive Privatbestechung (Art. 322novies);St. Gallen;Versucht;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);St. Gallen;Versucht;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Graubünden;Vollendet;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Graubünden;Vollendet;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Graubünden;Versucht;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Graubünden;Versucht;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Thurgau;Vollendet;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Thurgau;Vollendet;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;1;0;0
Passive Privatbestechung (Art. 322novies);Thurgau;Versucht;Unaufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Passive Privatbestechung (Art. 322novies);Thurgau;Versucht;Aufgeklärt;*;*;*;*;*;*;*;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Politischer Nachrichtendienst (Art. 272);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pornografie (Art. 197);Zürich;Vollendet;Unaufgeklärt;18;13;13;5;20;13;18;12;21;36;41;32;41;54
Pornografie (Art. 197);Zürich;Vollendet;Aufgeklärt;222;127;127;176;430;187;178;199;285;415;756;678;566;688
Pornografie (Art. 197);Zürich;Versucht;Unaufgeklärt;0;0;0;0;3;0;0;0;0;1;0;0;0;4
Pornografie (Art. 197);Zürich;Versucht;Aufgeklärt;1;2;8;0;0;0;2;4;4;1;2;7;5;2
Pornografie (Art. 197);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;1;1;0;0;0;1;0;0;1;1;1;2;1;1
Pornografie (Art. 197);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;6;9;6;10;11;7;8;7;8;21;38;34;27;39
Pornografie (Art. 197);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pornografie (Art. 197);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Pornografie (Art. 197);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pornografie (Art. 197);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;1;0;0;3;7;2;0;2;3;2;5;3;4
Pornografie (Art. 197);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Pornografie (Art. 197);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pornografie (Art. 197);St. Gallen;Vollendet;Unaufgeklärt;14;6;3;3;8;3;3;26;12;2;9;5;5;20
Pornografie (Art. 197);St. Gallen;Vollendet;Aufgeklärt;50;49;29;57;58;83;77;106;136;147;164;246;223;252
Pornografie (Art. 197);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;2;0;0;0;0;1;2
Pornografie (Art. 197);St. Gallen;Versucht;Aufgeklärt;1;0;0;0;0;0;2;0;0;1;0;0;0;0
Pornografie (Art. 197);Graubünden;Vollendet;Unaufgeklärt;0;2;0;0;2;1;2;4;8;3;0;0;1;4
Pornografie (Art. 197);Graubünden;Vollendet;Aufgeklärt;27;9;16;18;21;12;40;23;38;75;78;76;117;128
Pornografie (Art. 197);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pornografie (Art. 197);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Pornografie (Art. 197);Thurgau;Vollendet;Unaufgeklärt;3;3;5;1;6;2;3;5;1;3;1;10;14;7
Pornografie (Art. 197);Thurgau;Vollendet;Aufgeklärt;50;21;17;19;42;25;24;39;34;49;95;95;82;105
Pornografie (Art. 197);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Pornografie (Art. 197);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Präzisierung von Art. 325bis (Art. 326bis);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Präzisierung von Art. 325bis (Art. 326bis);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub (Art. 140);Zürich;Vollendet;Unaufgeklärt;421;339;383;437;353;246;206;227;229;178;203;210;201;221
Raub (Art. 140);Zürich;Vollendet;Aufgeklärt;334;205;217;285;203;189;124;144;192;174;159;225;220;227
Raub (Art. 140);Zürich;Versucht;Unaufgeklärt;65;47;60;82;51;63;46;38;27;29;51;25;57;45
Raub (Art. 140);Zürich;Versucht;Aufgeklärt;64;33;40;56;51;47;40;27;33;26;38;63;67;64
Raub (Art. 140);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;5;2;1;2;1;0;2;0;1;0;1;5;1;0
Raub (Art. 140);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;2;2;2;0;0;1;3;2;1;0;1;5;2;6
Raub (Art. 140);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;1;0;1;1;0;0;1;0;0;0;0;0;0
Raub (Art. 140);Appenzell Ausserrhoden;Versucht;Aufgeklärt;2;1;0;0;0;0;0;0;0;0;0;1;1;0
Raub (Art. 140);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;2;1;0;0;0;0;0;0;0;0
Raub (Art. 140);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub (Art. 140);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Raub (Art. 140);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Raub (Art. 140);St. Gallen;Vollendet;Unaufgeklärt;73;57;62;67;71;48;35;23;15;23;33;27;25;36
Raub (Art. 140);St. Gallen;Vollendet;Aufgeklärt;29;36;36;35;36;27;22;25;13;33;46;40;27;45
Raub (Art. 140);St. Gallen;Versucht;Unaufgeklärt;21;7;10;12;10;14;7;13;9;7;11;5;18;12
Raub (Art. 140);St. Gallen;Versucht;Aufgeklärt;7;8;7;14;16;6;3;9;12;7;7;12;9;20
Raub (Art. 140);Graubünden;Vollendet;Unaufgeklärt;7;3;12;11;7;4;5;8;1;8;8;7;2;6
Raub (Art. 140);Graubünden;Vollendet;Aufgeklärt;7;7;21;11;8;9;3;14;5;7;14;12;8;15
Raub (Art. 140);Graubünden;Versucht;Unaufgeklärt;1;1;1;0;2;2;0;0;2;2;1;4;1;0
Raub (Art. 140);Graubünden;Versucht;Aufgeklärt;1;1;0;0;2;5;2;1;2;5;5;2;3;2
Raub (Art. 140);Thurgau;Vollendet;Unaufgeklärt;24;21;19;18;20;14;17;24;11;7;8;6;8;17
Raub (Art. 140);Thurgau;Vollendet;Aufgeklärt;9;10;7;12;11;10;15;16;8;10;13;9;12;22
Raub (Art. 140);Thurgau;Versucht;Unaufgeklärt;5;1;4;6;1;1;1;3;2;2;2;3;0;5
Raub (Art. 140);Thurgau;Versucht;Aufgeklärt;1;2;2;0;8;4;4;6;1;3;4;1;5;5
Rechtswidrige Vereinigung (Art. 275ter);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rechtswidrige Vereinigung (Art. 275ter);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sachbeschädigung (Art. 144);Zürich;Vollendet;Unaufgeklärt;10932;8947;8230;7734;8144;8043;7800;7574;7562;7537;7236;9109;7964;7551
Sachbeschädigung (Art. 144);Zürich;Vollendet;Aufgeklärt;2195;2099;1733;1484;1679;1533;1494;1593;2013;1820;1768;1916;1873;1794
Sachbeschädigung (Art. 144);Zürich;Versucht;Unaufgeklärt;1;0;0;0;0;3;7;1;9;4;5;8;3;6
Sachbeschädigung (Art. 144);Zürich;Versucht;Aufgeklärt;1;0;1;0;0;1;3;3;11;4;7;3;3;6
Sachbeschädigung (Art. 144);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;228;164;126;157;116;154;112;77;99;72;112;110;87;117
Sachbeschädigung (Art. 144);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;103;101;101;122;53;81;68;58;49;49;63;49;47;66
Sachbeschädigung (Art. 144);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Sachbeschädigung (Art. 144);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sachbeschädigung (Art. 144);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;73;39;46;55;15;26;19;15;14;20;21;25;35;95
Sachbeschädigung (Art. 144);Appenzell Innerrhoden;Vollendet;Aufgeklärt;6;21;4;9;11;6;4;4;7;5;5;9;16;26
Sachbeschädigung (Art. 144);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sachbeschädigung (Art. 144);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Sachbeschädigung (Art. 144);St. Gallen;Vollendet;Unaufgeklärt;2295;2133;2101;1715;1332;1400;1249;1077;1156;1324;1293;1472;1456;1416
Sachbeschädigung (Art. 144);St. Gallen;Vollendet;Aufgeklärt;423;617;455;453;416;385;395;311;423;393;407;473;464;520
Sachbeschädigung (Art. 144);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;3;1;1;2;0;2;1;3
Sachbeschädigung (Art. 144);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;1;1;0;0;2;3;1;1
Sachbeschädigung (Art. 144);Graubünden;Vollendet;Unaufgeklärt;705;794;733;534;490;487;391;463;461;381;330;351;430;411
Sachbeschädigung (Art. 144);Graubünden;Vollendet;Aufgeklärt;213;283;198;220;129;191;140;217;124;125;157;150;168;201
Sachbeschädigung (Art. 144);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sachbeschädigung (Art. 144);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Sachbeschädigung (Art. 144);Thurgau;Vollendet;Unaufgeklärt;1456;1123;1136;977;864;815;746;679;675;685;714;799;712;792
Sachbeschädigung (Art. 144);Thurgau;Vollendet;Aufgeklärt;333;290;264;232;356;199;177;196;213;249;214;232;245;228
Sachbeschädigung (Art. 144);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;1;1;0;0;0;2;2;1;0
Sachbeschädigung (Art. 144);Thurgau;Versucht;Aufgeklärt;0;0;0;1;0;0;2;0;1;1;0;0;0;0
Sachbeschädigung + Diebstahl (Art. 144);Zürich;Vollendet;Unaufgeklärt;14014;11285;10737;12882;10560;9091;7892;6935;6090;5961;6053;5714;5081;5644
Sachbeschädigung + Diebstahl (Art. 144);Zürich;Vollendet;Aufgeklärt;2063;1292;1242;1594;1128;1106;881;1005;1118;1014;999;1128;967;1174
Sachbeschädigung + Diebstahl (Art. 144);Zürich;Versucht;Unaufgeklärt;1;0;0;0;0;1;4;25;74;109;132;96;86;91
