Straftat;Kanton;Ausführungsgrad;Aufklärungsgrad;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachmachen von Postwertzeichen ohne Fälschungsabsicht (Art. 328);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nachrichtendienst gegen fremde Staaten (Art. 301);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Zürich;Vollendet;Unaufgeklärt;19;38;35;45;63;70;87;79;66;113;105;110;139;211
Nichtanzeigen eines Fundes (Art. 332);Zürich;Vollendet;Aufgeklärt;14;21;21;31;32;36;41;32;31;43;48;41;49;54
Nichtanzeigen eines Fundes (Art. 332);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;1;0;0;1;0;0;0;0;0;0;1;0
Nichtanzeigen eines Fundes (Art. 332);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;1;0;0;0;0;14;0;0
Nichtanzeigen eines Fundes (Art. 332);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Nichtanzeigen eines Fundes (Art. 332);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);St. Gallen;Vollendet;Unaufgeklärt;5;1;2;3;2;3;9;3;4;3;6;5;4;3
Nichtanzeigen eines Fundes (Art. 332);St. Gallen;Vollendet;Aufgeklärt;12;17;14;6;12;11;10;23;8;8;10;14;15;6
Nichtanzeigen eines Fundes (Art. 332);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Graubünden;Vollendet;Unaufgeklärt;2;4;1;3;4;2;0;1;2;1;0;1;4;0
Nichtanzeigen eines Fundes (Art. 332);Graubünden;Vollendet;Aufgeklärt;1;6;5;3;5;6;3;3;1;1;3;1;4;3
Nichtanzeigen eines Fundes (Art. 332);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Thurgau;Vollendet;Unaufgeklärt;1;2;0;0;0;0;0;0;0;1;2;1;1;6
Nichtanzeigen eines Fundes (Art. 332);Thurgau;Vollendet;Aufgeklärt;1;1;1;3;2;0;1;4;2;3;1;3;8;5
Nichtanzeigen eines Fundes (Art. 332);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtanzeigen eines Fundes (Art. 332);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nichtverhinderung einer strafbaren Veröffentlichung (Art. 322bis);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nötigung (Art. 181);Zürich;Vollendet;Unaufgeklärt;52;38;38;30;57;44;58;69;47;44;46;74;105;235
Nötigung (Art. 181);Zürich;Vollendet;Aufgeklärt;602;570;484;625;609;565;572;578;425;507;525;930;894;673
Nötigung (Art. 181);Zürich;Versucht;Unaufgeklärt;8;14;6;14;14;14;11;39;17;17;12;18;12;28
Nötigung (Art. 181);Zürich;Versucht;Aufgeklärt;64;61;62;69;107;82;88;103;77;102;106;110;124;105
Nötigung (Art. 181);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;3;4;1;0;0;0;3;2;4;0;1;3;3;1
Nötigung (Art. 181);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;7;11;17;18;23;18;15;32;7;11;10;7;8;16
Nötigung (Art. 181);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;1;1;1;1;0;1;0;0;0
Nötigung (Art. 181);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;1;0;0;0;1;0;2;0;1;0;0;0;0
Nötigung (Art. 181);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;2;1;0;2;2;1;0;0;0;0;0;0;0
Nötigung (Art. 181);Appenzell Innerrhoden;Vollendet;Aufgeklärt;1;6;3;6;6;5;2;3;3;11;1;2;2;2
Nötigung (Art. 181);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nötigung (Art. 181);Appenzell Innerrhoden;Versucht;Aufgeklärt;1;0;0;0;1;0;0;1;0;0;0;0;0;0
Nötigung (Art. 181);St. Gallen;Vollendet;Unaufgeklärt;41;19;8;11;7;13;6;15;6;9;11;11;11;10
Nötigung (Art. 181);St. Gallen;Vollendet;Aufgeklärt;57;72;73;81;80;48;61;68;64;70;67;93;86;116
Nötigung (Art. 181);St. Gallen;Versucht;Unaufgeklärt;3;0;0;1;1;1;0;1;1;1;3;1;1;1
Nötigung (Art. 181);St. Gallen;Versucht;Aufgeklärt;3;5;4;3;9;4;4;5;9;7;5;6;5;8
Nötigung (Art. 181);Graubünden;Vollendet;Unaufgeklärt;3;5;1;3;1;2;1;3;5;2;1;3;1;0
Nötigung (Art. 181);Graubünden;Vollendet;Aufgeklärt;30;25;28;43;24;36;35;51;33;40;35;42;37;46
Nötigung (Art. 181);Graubünden;Versucht;Unaufgeklärt;0;0;1;0;0;0;0;0;0;0;0;0;2;0
Nötigung (Art. 181);Graubünden;Versucht;Aufgeklärt;1;0;1;0;1;1;1;1;0;6;1;8;0;3
Nötigung (Art. 181);Thurgau;Vollendet;Unaufgeklärt;4;2;3;4;4;1;3;2;2;3;2;6;2;4
Nötigung (Art. 181);Thurgau;Vollendet;Aufgeklärt;43;18;30;29;41;29;29;49;28;39;56;55;88;72
Nötigung (Art. 181);Thurgau;Versucht;Unaufgeklärt;0;1;1;0;1;5;1;1;0;2;1;3;1;0
Nötigung (Art. 181);Thurgau;Versucht;Aufgeklärt;0;1;1;4;3;5;2;2;2;5;2;3;8;6
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Zürich;Vollendet;Unaufgeklärt;0;2;0;0;1;21;2;1;3;1;2;0;3;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Zürich;Vollendet;Aufgeklärt;2;0;0;0;0;4;5;3;6;3;3;5;7;4
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;1;2;0;0;0;1;1;11;1
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;1;1;0;0;0;4;1
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Thurgau;Vollendet;Unaufgeklärt;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;1;0;0;2;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;1;2;2;1;3;1;1
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Zürich;Vollendet;Aufgeklärt;12;8;7;30;8;15;22;27;62;56;32;73;51;51
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;2;0;0;0;0;0;0;0;1;0;0;0;3;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;1;5;1;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);St. Gallen;Vollendet;Aufgeklärt;1;3;2;2;1;1;4;2;4;6;13;5;4;6
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Graubünden;Vollendet;Aufgeklärt;0;1;0;1;0;0;0;2;2;0;0;0;0;4
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;1;1;1;0;2
Ordnungswidrige Führung der Geschäftsbücher (Art. 325);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
